image_path,class_name
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/rice/rice_000.jpg,rice
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/rice/rice_001.jpg,rice
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/rice/rice_002.jpg,rice
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/rice/rice_003.jpg,rice
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/rice/rice_004.jpg,rice
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/rice/rice_005.jpg,rice
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/rice/rice_006.jpg,rice
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/rice/rice_007.jpg,rice
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/rice/rice_008.jpg,rice
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/rice/rice_009.jpg,rice
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/rice/rice_010.jpg,rice
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/rice/rice_011.jpg,rice
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/rice/rice_012.jpg,rice
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/rice/rice_013.jpg,rice
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/rice/rice_014.jpg,rice
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/rice/rice_015.jpg,rice
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/rice/rice_016.jpg,rice
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/rice/rice_017.jpg,rice
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/rice/rice_018.jpg,rice
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/rice/rice_019.jpg,rice
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/rice/rice_020.jpg,rice
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/rice/rice_021.jpg,rice
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/rice/rice_022.jpg,rice
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/rice/rice_023.jpg,rice
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/rice/rice_024.jpg,rice
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/rice/rice_025.jpg,rice
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/rice/rice_026.jpg,rice
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/rice/rice_027.jpg,rice
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/rice/rice_028.jpg,rice
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/rice/rice_029.jpg,rice
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/rice/rice_030.jpg,rice
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/rice/rice_031.jpg,rice
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/rice/rice_032.jpg,rice
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/rice/rice_033.jpg,rice
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/rice/rice_034.jpg,rice
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/rice/rice_035.jpg,rice
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/rice/rice_036.jpg,rice
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/rice/rice_037.jpg,rice
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/rice/rice_038.jpg,rice
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/rice/rice_039.jpg,rice
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fruit_bowl/fruit_bowl_000.jpg,fruit_bowl
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fruit_bowl/fruit_bowl_001.jpg,fruit_bowl
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fruit_bowl/fruit_bowl_002.jpg,fruit_bowl
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fruit_bowl/fruit_bowl_003.jpg,fruit_bowl
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fruit_bowl/fruit_bowl_004.jpg,fruit_bowl
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fruit_bowl/fruit_bowl_005.jpg,fruit_bowl
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fruit_bowl/fruit_bowl_006.jpg,fruit_bowl
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fruit_bowl/fruit_bowl_007.jpg,fruit_bowl
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fruit_bowl/fruit_bowl_008.jpg,fruit_bowl
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fruit_bowl/fruit_bowl_009.jpg,fruit_bowl
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fruit_bowl/fruit_bowl_010.jpg,fruit_bowl
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fruit_bowl/fruit_bowl_011.jpg,fruit_bowl
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fruit_bowl/fruit_bowl_012.jpg,fruit_bowl
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fruit_bowl/fruit_bowl_013.jpg,fruit_bowl
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fruit_bowl/fruit_bowl_014.jpg,fruit_bowl
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fruit_bowl/fruit_bowl_015.jpg,fruit_bowl
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fruit_bowl/fruit_bowl_016.jpg,fruit_bowl
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fruit_bowl/fruit_bowl_017.jpg,fruit_bowl
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fruit_bowl/fruit_bowl_018.jpg,fruit_bowl
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fruit_bowl/fruit_bowl_019.jpg,fruit_bowl
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fruit_bowl/fruit_bowl_020.jpg,fruit_bowl
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fruit_bowl/fruit_bowl_021.jpg,fruit_bowl
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fruit_bowl/fruit_bowl_022.jpg,fruit_bowl
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fruit_bowl/fruit_bowl_023.jpg,fruit_bowl
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fruit_bowl/fruit_bowl_024.jpg,fruit_bowl
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fruit_bowl/fruit_bowl_025.jpg,fruit_bowl
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fruit_bowl/fruit_bowl_026.jpg,fruit_bowl
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fruit_bowl/fruit_bowl_027.jpg,fruit_bowl
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fruit_bowl/fruit_bowl_028.jpg,fruit_bowl
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fruit_bowl/fruit_bowl_029.jpg,fruit_bowl
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fruit_bowl/fruit_bowl_030.jpg,fruit_bowl
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fruit_bowl/fruit_bowl_031.jpg,fruit_bowl
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fruit_bowl/fruit_bowl_032.jpg,fruit_bowl
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fruit_bowl/fruit_bowl_033.jpg,fruit_bowl
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fruit_bowl/fruit_bowl_034.jpg,fruit_bowl
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fruit_bowl/fruit_bowl_035.jpg,fruit_bowl
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fruit_bowl/fruit_bowl_036.jpg,fruit_bowl
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fruit_bowl/fruit_bowl_037.jpg,fruit_bowl
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fruit_bowl/fruit_bowl_038.jpg,fruit_bowl
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fruit_bowl/fruit_bowl_039.jpg,fruit_bowl
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fried_potato/fried_potato_000.jpg,fried_potato
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fried_potato/fried_potato_001.jpg,fried_potato
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fried_potato/fried_potato_002.jpg,fried_potato
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fried_potato/fried_potato_003.jpg,fried_potato
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fried_potato/fried_potato_004.jpg,fried_potato
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fried_potato/fried_potato_005.jpg,fried_potato
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fried_potato/fried_potato_006.jpg,fried_potato
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fried_potato/fried_potato_007.jpg,fried_potato
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fried_potato/fried_potato_008.jpg,fried_potato
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fried_potato/fried_potato_009.jpg,fried_potato
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fried_potato/fried_potato_010.jpg,fried_potato
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fried_potato/fried_potato_011.jpg,fried_potato
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fried_potato/fried_potato_012.jpg,fried_potato
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fried_potato/fried_potato_013.jpg,fried_potato
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fried_potato/fried_potato_014.jpg,fried_potato
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fried_potato/fried_potato_015.jpg,fried_potato
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fried_potato/fried_potato_016.jpg,fried_potato
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fried_potato/fried_potato_017.jpg,fried_potato
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fried_potato/fried_potato_018.jpg,fried_potato
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fried_potato/fried_potato_019.jpg,fried_potato
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fried_potato/fried_potato_020.jpg,fried_potato
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fried_potato/fried_potato_021.jpg,fried_potato
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fried_potato/fried_potato_022.jpg,fried_potato
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fried_potato/fried_potato_023.jpg,fried_potato
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fried_potato/fried_potato_024.jpg,fried_potato
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fried_potato/fried_potato_025.jpg,fried_potato
/home/vikram/Code/Project/foodscan-x/foodscan-x/backend/data/synthetic/images/fried_potato/fried_potato_026.jpg,fried_potato
